startup_name,startup_oneliner,startup_desc,year_founded,origin_country,startup_url,industry_1,industry_2,industry_3,industry_4,industry_5
Pinkcollar,null,null,2017,Malaysia,http://www.pinkcollar.asia,null,null,null,null,null
YDJ DesignÂ ,null,null,null,Malaysia,https://www.yourdesignjuice.com/,null,null,null,null,null
AviaSense,null,null,null,Malaysia,http://www.aviasense.com/virtual-reality/,null,null,null,null,null
EasyTech,null,Personalised EduTainment Platform using VR technology to help school students to learn faster by 70%,2016,Malaysia,http://eztech.co,Education,null,null,null,null
EEE Lab,null,null,null,Malaysia,https://eeelab.co/wp/,null,null,null,null,null
RevoVR,null,null,null,Malaysia,null,null,null,null,null,null
TBA Studios,null,null,null,Malaysia,null,null,null,null,null,null
Virtareal,null,null,null,Malaysia,https://www.virtareal.com/,null,null,null,null,null
Doltech,null,null,null,Malaysia,null,null,null,null,null,null
EKEBUN,null,We are delivering fresh organic vegetables directly from farm to your doorstep and at the same time increasing the beneficial of farmer and consumer by eliminate cost on wholesalers.,null,Malaysia,http://www.ekebun.com/,E-Commerce,null,null,null,null
Wa.Se.Ai,null,null,null,Malaysia,null,null,null,null,null,null
Wyse Time,null,null,null,Malaysia,null,null,null,null,null,null
Blockchain Technology Malaysia,null,null,null,Malaysia,https://www.blockchaintmhub.io/launchpad,null,null,null,null,null
Bloqverse,null,null,null,Malaysia,http://bloqverse.com/,null,null,null,null,null
Musicoin,null,null,null,Malaysia,https://musicoin.org/,null,null,null,null,null
PetectÂ ,null,null,null,Malaysia,null,null,null,null,null,null
Proxima X,null,null,null,Malaysia,https://proximax.io/,null,null,null,null,null
Wakaful,null,null,null,Malaysia,http://wakaful.com/,null,null,null,null,null
Bayz Parking Sdn Bhd,null,null,null,Malaysia,http://www.bayzparking.com,null,null,null,null,null
Glueck,null,null,null,Malaysia,null,null,null,null,null,null
iFINTELL,null,null,null,Malaysia,null,null,null,null,null,null
Wonderland Technologies,"Hologram, Multitouch, AR, Artificial Intelligence & Face Recognition Analytics",null,null,Malaysia,http://http:///www.wonderland.my,null,null,null,null,null
BeeFi,null,null,null,Malaysia,http://beefi.net/,null,null,null,null,null
Byloka,null,null,null,Malaysia,http://www.byloka.com/,null,null,null,null,null
Future U,null,null,null,Malaysia,null,null,null,null,null,null
Gununghub,null,null,null,Malaysia,https://gununghub.com/,null,null,null,null,null
Thecamparound,null,null,null,Malaysia,https://www.thecamparound.com/,null,null,null,null,null
Vacazzee,Vacation made Easy,"Vacazzee is vacation online platform to assist small medium entrepreneur in tourism industry and free independent traveller in One Solution. Traveller can book Car Rental Service, Accommodation, Attraction and Activities with honest price through Vacazzee (Mobile App). Vacazzee is owned by Creative Tech Ideas (M) Sdn. Bhd.",2018,Malaysia,http://www.vacazzee.com,E-Commerce,Travel & Tourism,null,null,null
Inonity,Earn money by lending. Save money by renting.,null,null,Malaysia,https://www.inonity.co/,Lifestyle & Fashion,null,null,null,null
PrintingLab,The 1st Online One Stop Printing E-Commerce Platform in Malaysia,"PrintingLab is an emerging online one stop printing e-commerce platform based in Malaysia that offers SMEs, event organizers and individual customers (such as students) easy access to all sorts of different printing materials in one centralized place, and purchase them in just a few clicks.",null,Malaysia,https://www.printinglab.my/,Art & Craft,E-Commerce,null,null,null
sendgift,null,null,null,Malaysia,https://sendgift.com.my/,Lifestyle & Fashion,null,null,null,null
StockSync,Shopify Inventory Management,With Stock Sync you can update your existing products as well as adding/removing products with a one-time simple setup,null,Malaysia,http://www.stock-sync.com/,E-Commerce,null,null,null,null
Flowra,First Halal Sanitary Pad In The World Certified by JAKIM ,null,2018,Malaysia,http://www.flowra.my,Halal & Islamic,null,null,null,null
Great,null,null,null,Malaysia,https://www.facebook.com/greathealthierfastfood/,null,null,null,null,null
HalalFintech,Bringing Shariah Compliance Project To Life,null,2018,Malaysia,http://halfintechadvisor.com/,Finance,null,null,null,null
Halim House of Lamb,null,null,2018,Malaysia,https://aqiqahcentre.com/,Food & Beverages,Halal & Islamic,null,null,null
iPackage, The most powerful Arab site for booking tourist programs (hotels + transportation + tours) with the lowest prices and best services     ,null,null,Malaysia,https://ipackagetours.com/,Travel & Tourism,null,null,null,null
PasarBiz,null,F&B B2B MARKETPLACE & MANAGEMENT PLATFORM,2018,Malaysia,http://pasarbiz.com/login,E-Commerce,null,null,null,null
Zaahara,Islamic Clothing,Zaahara assist Muslim women worldwide to pray with comfort and ease with our prayer wear (i.e telekung),2012,Malaysia,https://zaahara.com/,E-Commerce,Lifestyle & Fashion,null,null,null
Bantu2,null,null,null,Malaysia,https://www.bantu2.com/,null,null,null,null,null
BeWe,Community Powered Platform,BeWe is an alternative solution for medical coverage to help people in the community who cannot afford and not eligible for current medical coverage by creating a manageable community pool.,2018,Malaysia,https://www.bewe.asia/,Finance,Social,null,null,null
Carpedia,Car Rental ,null,2014,Malaysia,https://thecarpedia.com/,Logistic & Transportation,null,null,null,null
Ento,We farm crickets for human consumption,null,2018,Malaysia,https://www.ento.my/,Food & Beverages,null,null,null,null
Hijo Urban Farming,null,null,null,Malaysia,null,null,null,null,null,null
Ligblou,LigBlou is an initiative that helps prepare fresh graduates to enter the industry.,"LigBlou is an initiative that helps prepare fresh graduates to enter the industry.
One of the problems that we are trying to solve is to enhance the fresh graduates' skills based on industry demands.
Technologies are evolving rapidly and most of them are left behind, thus making it harder for them to get a job. They are trained by the industry experts that have more than 10 years worth of experience.
The fresh graduates are trained on how to develop a solid system architecture, user experience, mobile and web development. ",2019,Malaysia,https://www.facebook.com/ligblou/,Education,null,null,null,null
Summersault,Lifeâ€™s too short for boring sportswear.,null,2014,Malaysia,http://summersaultmy.com/,Lifestyle & Fashion,null,null,null,null
Finamique,Open API Central Payment,https://www.facebook.com/Finamique-380711566033030/?ref=nf&hc_ref=ARRM9J3kbTPUMBgt4WStNqqPe4mNhQudeV5qM-Z4iqQKIjZNHFmsJQDD7TFNTRjBEZY,2018,Malaysia,null,Finance,null,null,null,null
HomeCrowd,Digital mortgage crowdlending platform,We help millennials to achieve their 1st dream home!,2019,Malaysia,https://myhomecrowd.com,Finance,Real Estate,null,null,null
WASP,WASP is a bond investment platform focuses on making Corporate Bonds available for everyone.,null,null,Malaysia,https://www.wasp.finance/,Finance,null,null,null,null
AGRHUB CO. LTD.,null,"AgrHub is a new startup company in Vietnam. By combining the traditional agricultural practices, new technologies and strong desire for bringing a good life for farmers, we want to re-shape the agriculture by building a sustainable agriculture ecosystem in Vietnam.",null,Viet Nam,https://www.agrhub.com/,Agriculture,Consulting & Services,null,null,null
Anak2U,"Digitising Report , Lesson Plan and Children Attendance and Performance through Mobile Application.","Anak2U aims to provide a seamless solution which enables childcare centers to operate efficiently by connecting parents, the teaching workforce as well as young children using the digital channel.",2018,Malaysia,https://anak2u.com.my/,Education,null,null,null,null
ENDStruct,null,null,null,Malaysia,null,null,null,null,null,null
Expedio Design,null,null,null,Malaysia,https://www.expediodesign.com/,null,null,null,null,null
Monash University Malaysia,null,null,null,Malaysia,null,null,null,null,null,null
Preventech,Malaysia Senior Emergency Response Services,null,2017,Malaysia,http://www.preventech.com.my,"Medical, Health & Wellness",null,null,null,null
Universiti Putra Malaysia,null,null,null,Malaysia,null,null,null,null,null,null
BlockWorq,Smart City solution,Smart City solution,null,Malaysia,http://www.blockworq.com/,null,null,null,null,null
DDT Server,Next Gen Automated System,null,null,Malaysia,http://-,null,null,null,null,null
Maevi,Smart Home Solution,Smart Home Solution,null,Malaysia,https://maevi.my/,null,null,null,null,null
Neovate,Ai smart home,Ai smart home,null,Malaysia,http://wisp.my,null,null,null,null,null
Nz Stragetic Venture,Virtual Construction,Virtual Construction,null,Malaysia,https://www.nzsvirtual.com/,null,null,null,null,null
XTVT,Travel tech,Travel tech,null,Malaysia,https://www.xtvt.com.my/,null,null,null,null,null
AZStack,"developing an open communication platform to help native app engage registered users to chat , voice call inside the app with our SaaS SDK libraries","Communication is the basic demand for all people, and also for users in applications. AZStack was born with a mission to enable the smooth communication between users in applications, allow rich messaging and p2p calling freely over the internet.",2012,Viet Nam,http://www.azstack.co,Social,null,null,null,null
Cloudjet Solutions,provide KPI management,"Cloudjet Solutions' mission is to build best tools for measuring, managing & optimizing business performance.

We provide a simpler, smarter way to manage and optimize your workforce performance. We bring a data-driven approach to keep top  performers excelling and reduce the number of under-performers. We make the link between performance and compensation simple and seamlessly, to help companies save cost, increase profit, and build a better and more attractive workplace. 

We help you measure better, decide & manage better, we help your workforce perform better. 

",2012,Viet Nam,http://www.cjs.vn,Jobs & HR,null,null,null,null
Cropital,Cropital is a crowdfunding platform that connects Interested Investors (General Public) to Local Filipino Farmers. ,"Cropital is a crowdfunding platform that connects Interested Investors (General Public) to Local Filipino Farmers. 

Cropital provides an alternative funding for Local Filipino Farmers and introduces a new form of investment medium for Filipinos who want to grow their money. Cropital allows the Investors to share both the profit and the risks of Local Filipino Farmers.",2015,Philippines,https://www.cropital.com/,Agriculture,null,null,null,null
Door2Door Healthcare,door2door is an outpatient healthcare provider that helps connect patients with healthcare providers to get better access to medical care using mobile technology,"We are a Outpatient Health Care Provider that specialises in using Mobile Health Technology to improve delivery of Medical care to our patients.
Our Core services include Doctor House Calls, Non-emergency Medical Transport, Home Physiotherapy and Home Nursing. 

By connecting the healthcare professionals to their Patients, we aim to provide Personalised Healthcare Solutions.",2014,Malaysia,http://www.door2doordoctor.my,"Medical, Health & Wellness",null,null,null,null
flipped,a virtual teaching assistant for high schools. The e-learning platform automates teachers' paperwork and engage students on an individual basis.,"flipped is a time-saving e-learning platform that makes math in school data-driven and engaging.

In developing countries, student-to-teacher ratio is sky-high.
It's typical for a math teacher to teach a few hundred students at any given time.
Even though teachers want their students to practice a lot, grading homework simply takes too much time - 10 hours a week, on average.
This either leaves teachers with little teaching preparation time or students with little practice.

flipped solves this problem by enabling teachers to assign bite-size online Daily Quest with automated grading and instant performance analysis of individual students.",null,Thailand,https://youtu.be/YUzM3_tHCQ4,Education,null,null,null,null
Foodbits,provides halal recipes with a focus on selling niche ingredients,"We make it easy for people to cook from home. We give the users recipes and a community for discussion, and sell them ingredients.",2015,Malaysia,http://foodbits.asia,E-Commerce,null,null,null,null
Fooddit,fooddit will pre-por tion and deliver all the ingredients that you will need to cook a delicious and nutritious meal,"Fooddit is an online food and recipe portal that provide users with the convenience of cooking at home. With a click of a button, home cook is able to experience the convenience of cooking the recipe of their choice by having the recipe ingredients delivered to their door step. 

As a summary, Fooddit's goal is to connects consumers with grocery food retailer and manufacturers via its recipe database and food blog and we target to be the market leader in the FMCG industry.",null,Malaysia,http://www.fooddit.com,Food & Beverages,null,null,null,null
Four Eyes,make it possible for consumer to purchase the finest styles of premium prescription eyewear at clear-cut fair and personalised prices,"Four Eyes makes it possible for consumers to purchase the finest styles of premium prescription eyewear at clear-cut
fair and personalized prices.

Four Eyes offers a scalable click and mortar experience and owns everything from assembly to delivery of the glasses.

We also donate a pair of glasses for every pair sold through our official partner - World Vision. ",null,Philippines,https://foureyes.com.ph,E-Commerce,null,null,null,null
Gamurai,"gamurai created VEON@Hair Experience, a suite of SaaS tools to empower hairstylists and hair salons in their business operations","Gamurai is a young fledgling technology enabler company founded in tiny island, Singapore to encircle and impact peopleâ€™s lives. We created VEON@HairExperience (a suite of visual tools--SaaS), specially crafted and designed to empower our Hairstylists and Hair salons in their business operations.",null,Malaysia,https://www.youtube.com/watch?v=uwpd_8gEYm0,Information & Communication ,null,null,null,null
GoodMealHunting,GoodMealHunting is an online food marketplace that serves dishes from curated kitchens near you.,"GoodMealHunting is an online e-commerce social platform connecting passionate foodies with the best gourmet kitchens in Metro Manila, to discover and experience non-commercialized and authentic culinary treasures. We provide our Kitchen Merchants the ability to manage their orders, sell and advertise their dishes, and pre-order home cooked treasures efficiently and easily. And as for the customers, we provide them a portal to be able to conveniently and consistently order home cooked meals. ",2015,Philippines,http://www.goodmealhunting.com,Food & Beverages,null,null,null,null
iKnewIt,platform to discuss and predict what will happen in future,A highly engaging social platform that allows users to try predicting the future and develop their intuition skills while getting engaged in meaningful discussions with opinion leaders and friends. You can find hot discussions in the topics you are passionate about and be recognised by your network every time your opinion is right.,null,Malaysia,http://www.iknewit.co,Social,null,null,null,null
IslamicTunes,one stop halal entertainment hub & eMarketplace,"We create this platform for Muslimâ€™s entertainment fans including fans of music, audio, video, ebooks, images, wisdom words, write, literatures, thoughts, event, concerts, gigs, live shows, etc., whom can meet ups and get connected with the content creators, content entrepreneurs, creative creators or performers, talents and entertainerâ€™s entrepreneurs. 
It's a halal contents eMarketPlace where Muslimâ€™s creative contentâ€™s entrepreneur can use it to get awareness, discovered and having noticed in one specific and exclusive portal. Our main business is eMarketPlace, offering digital distribution licensing to content owners, offers a subscribes package plans and advertising.",2014,Malaysia,http://islamictunes.net,Entertainment,null,null,null,null
JOBi,Helps you find reliable and better quality part-time workers effortlessly,"JOBi is an part-time job matching platform,
For business to find better quality part-time workers,
with unique performance rating system.",null,Malaysia,http://www.jobi.co,Consulting & Services,null,null,null,null
KATSANA,KATSANA GPS tracking system is on mission to disrupt motor insurance by enabling iin-depth analysis of driver behaviour and bringing tangible rewards for good vehicle owners,"KATSANA provides advanced GPS Tracking and Fleet Management solution for Enterprises. Processing millions of geolocation data per day, we enable modern, state-of-the-art tracking capability for B2B sector in form of KATSANA Fleetâ„¢ to allow greater control & accountability over fleet of vehicles, KATSANA Shuttleâ„¢ to allow tracking of public buses, and recently KATSANA Marineâ„¢, a deep-sea vessel tracking system for the O&G sector via Inmarsat satellites.",2013,Malaysia,https://www.katsana.com/,Logistic & Transportation,null,null,null,null
mobile9,"content platform that helps users download localised app, themes, ringtone and more","mobile9 is a mobile content distribution platform which offers - wallpapers, ringtones, videos, apps, themes, games, live wallpapers, icons, stickers and more! Itâ€™s an open platform for all mobile devices and all content. Not just the apps but personalization, movies, books, and more to keep you entertained. It is the first multi-platform distribution platform to use location to help users to find the most relevant local content. Discovering mobile content with your friends is made fun and rewarding social experience.",null,Malaysia,https://www.mobile9.com/,Media and Entertainment,null,null,null,null
Money Lover,multi platform solution that helps manage your money and provides personalised financial advice,"We are a team of engineers who have great passion in technology. With 3 years of experience, we understand the major problems of managing personal finance.

We believe that all people have their own goals and thus need a comprehensive solution to manage money and achieve those goals. Money Lover is an all-in-one solution, available on all popular platforms, helping you to manage your incomes and expenses anywhere, anytime. https://www.youtube.com/watch?v=jXtziQNqE8o",null,Viet Nam,https://moneylover.me/,Finance,null,null,null,null
Playme AR,simple augmented reality creation platform for users to embed digital content on top of print medium,Augmented Reality DIY Creator tool that allows businesses & designers to easily create their augmented reality experiences and campaigns. ,null,Malaysia,http://www.playmear.com,Gaming,Information & Communication ,null,null,null
PLink,universal energy management system for homes and business,"PLink (Power Link) is an energy management and monitoring system for homes and businesses that promises to cut energy costs by providing a rich set of tools and features that help assess and manage energy consumption.
Out startup aims to provide energy management products and solutions that meets the world demand for a universal platform that solves the problem of interface and complexities involved in installations.",null,Philippines,http://goo.gl/b7ITz9,Information & Communication ,null,null,null,null
QTIX,mobile queue management system to help enterprises be more effiecient,"QTIX is a mobile integrated queue management system which enables user to get their queueing ticket remotely and get an estimated time for their service to start. With QTIX, user can have an efficient queue as they can settle other errands between their waiting time. QTIX is also an efficiency management system, feeding necessary data to the service provider, and giving positive impact to the service centre. ",2014,Malaysia,http://queuetix.com,Logistic & Transportation,null,null,null,null
Qur'an Academy,the smartest way to help you memorise the Qur'an,"Qur'an Academy is the world's first smart Qur'an memorization/revision application. Our mission is to make Qur'an memorization smart, easy, fun, and collaborative for the millions of people that view Qur'an memorization as a daunting and impossible task. We make Qur'an memorization easy by incorporating memory/recall techniques, fun by incorporating games, smart by providing your smarter data on your weaker areas, and collaborative by allowing you to review with your peers. 

",null,United States,https://itunes.apple.com/us/app/quran-academy/id912607868?mt=8,Education,null,null,null,null
RideClicked,null,RideClicked is a community marketplace that connects driver with empty seats to passenger looking for a ride.,null,Malaysia,http://www.rideclicked.com/,null,null,null,null,null
Second CRM,complete cloud-based business automation solution for small to mid-market businesses,"Second CRM offers cloud based complete solution for Asian Businesses to manage Sales & Marketing, Customer Support and Operations from one centralized system, accessed from anywhere anytime.",2009,Malaysia,http://secondcrm.com,"Event, Marketing, Advertising",Finance,Information & Communication ,null,null
SimiCart,mobile shopping app builder for e commerce merchants,"SimiCart is a mobile app builder platform, which helps online stores to build their mobile applications for iOS and Android without coding skills. 
",null,Viet Nam,https://youtu.be/AfgX7GB_Rkc,E-Commerce,null,null,null,null
SkolaFund,SkolaFund is a web platform that enables undergraduates across Southeast Asia to crowdfund their scholarships,SkolaFund is a web platform that enables undergraduates across Southeast Asia to crowdfund their scholarships. SkolaFund aims to be the biggest higher education financing platform in Asia by offering more financial products to undergraduates via the platform in the future.,2017,Malaysia,http://skolafund.com,Education,Finance,null,null,null
Small Courses,video mobile-based micro learning for short attention span youth,"SmallCourses is a mobile educational platform for youth in Cambodia and Myanmar (and eventually ASEAN). SmallCourses format is modeled after proven MOOCs but minimized and customized for regional youth. A small course consists of 10 to 20 short video clips and a quiz which can be completed in a week. Courses are organized into a few categories such as Personal Development, Programming, Science etc. Students can sign up and complete the courses to end recognition which would increase their employability.",null,Cambodia,http://j.mp/small-courses-product-demo,Education,null,null,null,null
SPOT News,curates the most important news for each country in the cultural and language diverse,"We are bringing the most important local news in a country to the people who speak and read different languages in South East Asia. 

We started with Malaysia and now have 40,000 MAU who reads 2.7 million articles a month. 

Monetisation initially is through ads. We recently closed a campaign to serve 1,000,000 and charged SGD15,000 for it.",null,Malaysia,http://www.getspotnews.com,Media and Entertainment,null,null,null,null
TABLEAPP,"helps busy diners make instant reservation 24 hours a day, 7 days a week",TABLEAPP provides free online restaurant reservation service for diners and guest management solutions for restaurants.,2013,Malaysia,http://www.tableapp.com,Food & Beverages,null,null,null,null
Trip on Halal,"mobile app that helps Muslim travellers find the best places to stay, eat and pray","Trip on Halal is a website and mobile application (soon) that help Muslim travelers to find and connect with halal places to eat, Muslim friendly hotels & airlines, and mosques / prayer rooms.",2019,Indonesia,http://triponhalal.com,Travel & Tourism,null,null,null,null
Trouver,a cross-platform where users can collaboratively track anything with WI-FI and bluetooth Low Energy beacons,"Trouver is an innovative, low-cost and low-power location tracking solution, comprises of wireless tag and mobile app. Without any user intervention, the tag transmits wireless signal, either Bluetooth or WiFi, periodically. While the mobile app, installed on smartphone, captures the signal, translates it into location info and sends the info to cloud server. Users can then retrieve their tags' location from the mobile app. Moreover, Trouver has crowdsourcing feature to increase the coverage of location tracking. The crowd can help sense any Trouver tags and report the tags' location transparently. This is the innovation that makes our business unique.",null,Malaysia,https://www.youtube.com/watch?v=h37okoYctv4,Information & Communication ,null,null,null,null
UniSTAY.co,"A search engine that helps local, international and exchange students in searching for accommodations nearby in their own university","UniSTAY.co is a platform that help students to lookup for accommodation nearby their enrolled university. 

For students, it is a platform that helps them book a room within 3 simple steps.
For landlords, it is a platform that helps them to rent out and manage their properties easily.",null,Malaysia,http://unistay.co,Real Estate,null,null,null,null
vLance.vn,freelance marketplace for SMBs in non-English speaking countries,vLance.vn is the largest freelancer marketplace in Vietnam. It help SME to connect and to work securely with freelancers.,null,Viet Nam,http://www.vlance.vn,Consulting & Services,"Event, Marketing, Advertising",null,null,null
Wonderbucks Berhad,social community platform to share property listing and negotiate comissions with others,"Wonderlist is the first mobile co-broking app in the world which allow property sellers to share property listing and negotiate on sharing commission. Co-broking had been practice from generations by traditional method which lots problems happen during traditional co-broking such as argument, lack of trust on transaction, commission is not been honor after deal complete and so on. There is not much online platform currently offering digital log for all negotiation and solutions for property sector. https://youtu.be/iJCz7chmLB8",2015,Malaysia,https://www.wonderlist.my/,Real Estate,null,null,null,null
Zoposh,merketplace to help people find accomodation to rent with verified listing and curated content,"Zoposh is a marketplace that allows people to connect and transact long term rental deals. We believe SE Asia doesn't need a ""better"" listing website. Instead we're building a premium alternative that will drive transactions. Focusing on mid to top-tier listings, we optimise each step of the flat-haunting experience for verification, quality and safety.",null,Malaysia,http://beta.zoposh.my,Real Estate,null,null,null,null
ADPartner,one stop centre for creating digital advertisement in China with a 95% reach to Chinese internet users.,ADPartner provide a one stop for doing digital ads in mainland China. Our ALL X DSP linked with 95% of China internet users. The best choice for your brand to step into China.,null,Taiwan,http://www.adpartner.me,"Event, Marketing, Advertising",null,null,null,null
Akiddo,platform that both online community and ecommerce site that caters to parents needs at any stage of their parenthood,"EasyMom is a platform which consist of Online community + Ecommerce site catered to mommiesâ€™ needs at any stage of their motherhood. By joining our EasyMom Online community, mommies stay connected and support each other. They can discuss and share info / uncensored reviews / feedback on baby, maternity and Household products / services. EasyMom Ecommerce promise on ""Mommies Features"" hassle free Online shopping experience: ""Mommies buy, EasyMom will take care of the rest for you until the parcel arrived at your doorstep safely.",2017,Malaysia,http://akiddo.com.my/,E-Commerce,null,null,null,null
ALFA and Friends,null,"Our company vision is 'To inspire every child to love learning'. We focus on combining 'Technology and Reality"" or ""Virtual and Hands ON"". We believe this ""Blended Learning"" is one of the best method for children to enjoy learning. With this vision we are creating next generation tools and apps that will help us to achieve this goal. We are launching the ALFA and Friends Interactive Teaching and Learning Software with Hands On experiment program for preschoolers this year. We are targeting the ASEAN market",2014,Malaysia,https://www.alfaandfriends.com/,Education,null,null,null,null
Beeketing,marketing automation platform for small & medium online stores,"Beeketing is an SaaS company, working in ecommerce industry. Our product is an automation marketing platform for small&medium online store all over the world. We leverage the power of machine learning and big data technology to learn the behaviors of online shoppers and suggest the right product to them at the right place in time.",2015,Viet Nam,https://beeketing.com/,E-Commerce,"Event, Marketing, Advertising",null,null,null
BookMEDS,enables customers to order medication online and post ratings and review of pharmacies,"BookMEDS aims to Uberize Pharma Retail sector in India by enabling customers to order medicines online. The customer experience of pharma-retails sector has remained unchanged since last five decades and we aim to drastically improve the service levels by enabling users to rate and review the pharmacies post-delivery of medicines. We also aim to standardize the service levels of small pharmacies.  Currently over 250+ pharmacies across Hyderabad, Kolkata, Patna, Lucknow, Bhopal, Jabalpur, Indore, Delhi, Mahboobnagar and Jedcharla have signed up with BookMEDS. ",2013,India,http://www.bookmeds.com,"Medical, Health & Wellness",null,null,null,null
CLOSETStyles,"ClosetStyles is a community marketplace for women's fashion where women can shop, sell and share their personal styles from their own closets.","ClosetStyles is a community marketplace for women's fashion where women can shop, sell and share their personal styles from their own closets.",2016,Malaysia,https://appsto.re/my/iv134.i,E-Commerce,null,null,null,null
Cookly,Cookly is a marketplace that connects food lovers and food professionals to enjoy quality culinary experiences,"Cookly is a marketplace that connects people to culinary activities anywhere in the world.

We bring food lovers and food professionals together to enjoy quality culinary experiences.

Our mission - to disrupt the multi-billion dollar culinary tourism industry and make culinary activities accessible around the world for travellers and locals alike to become the leading marketplace for culinary experiences.",null,Thailand,https://www.cookly.me,Food & Beverages,null,null,null,null
CrowdMove,null,"Snaplio helps local freelance photographer find additional work by connecting them with inbound tourists. Our product consists of a web app that allows local photographers, mainly based in South East Asia, to list and manage their portfolios and photography packages. Snaplio then markets those packages to relevant inbound tourist who are visiting South East Asia for the purpose of destination wedding or travel. Having said that, we are testing the demand for other types of photography simultaneously as well, e.g. at the moment for commercial photography. 
",2017,Denmark,https://www.youtube.com/watch?v=n07-7hEubes,Media and Entertainment,null,null,null,null
dapper&co.,"dapper&co. is a custom shirt company. We allow men to buy superior quality shirts, custom fitted to their individual sizes","dapper&co. is a custom shirt company. We allow men to buy superior quality shirts, custom fitted to their individual sizes, at below RM250. We do this by using our online fitting algorithm and our measurement technology.",2017,Malaysia,http://custom.dappernco.com,E-Commerce,null,null,null,null
Design Make Produce,connects fashion designers to manufactures,"Design Make Produce has created an aggregated fashion supply chain platform. 
The company works in the fashion and manufacturing tech space. We provide three main services:
1.     An aggregated and searchable list of manufactures (initially in the ASEAN region).
2.     An online academy
3.     Expert one on one consultants

Design Make Produce helps anyone start their own fashion label. It steps them through, how to start a business, the technical fashion design tasks and connects them to the right people and companies in the supply chain.",2016,Australia,http://www.designmakeproduce.com/,Lifestyle & Fashion,null,null,null,null
DingGo,DingGo is the 'LastMinute.com' of Asia that provide merchants a unique digital opportunity to instantly attract nearby customer,"DingGo is the 'LastMinute.com' of Asia. It is a mobile app that will allow merchants a never-before digital opportunity to instantly attract nearby customers to fill last-minute seats or fulfil flash offers and promotions. As a result, it has a great promise to celebrate the spontaneous lifestyles of busy city people without belabouring them to browse or search for great deals nearby.",2016,Singapore,https://youtu.be/ecFaesQWoq4,null,null,null,null,null
dobybox,Dobybox provides a 24-hour convenient and hassle-free laundry experience that is enabled by lockers placed at condominiums and office buildings,Dobybox provides a 24-hour convenient and hassle-free laundry experience that is enabled by lockers placed at condominiums and office buildings along with an online ordering and payment system.,2016,Malaysia,https://www.dobybox.com/,Logistic & Transportation,null,null,null,null
DoYouShoe,"online store that sells trendy multi-functional, modular detachable footwear which will be the first to be sold in parts instead of just pairs",DoYouShoe develops an innovative footwear solution called ShoeBloxx aim to promote spatial creativity and entrepreneurship amongst aspiring youths to become the world's next top designer. https://www.youtube.com/watch?v=6UG8u01oaoY,2017,Malaysia,http://www.doyoushoe.com,Art & Craft,null,null,null,null
Eat Cake Today,A platform that enables you ti buy cakes directly from bakers and have it delivered to you,"Many people step into their offices daily to discover it is their bossâ€™s, colleagueâ€™s or client's birthday. The cakes
are needed on a very last minute basis but options are hard to come by beyond the big players with generic tasting cakes. 

EatCakeToday.com is an orchestrated environment where customers can shop for cafe quality cakes and desserts according to lead time, size preference, flavor choices, favorite baker and dietary needs. Delivery is included within the shortest lead time. No more having to worry if the boss had noticed you stepped out of the office or about getting back that parking spot.",2016,Malaysia,http://www.eatcaketoday.com/,Food & Beverages,null,null,null,null
Enparty Innovation,online platform that produces and delivers top quality fresh fruits and snacks sourced from local farmers and manufacturers,ENPARTY aims to provide a premium fruit based desserts menu solution to local food and beverages establishment. Our key products are local fruit flavours gelato such as MusangKing Durian gelato and local dry fruit snacks.,null,Malaysia,http://enparty.com/,Food & Beverages,null,null,null,null
Fittinger,null,"SuitApp is your free pocket stylist. Mobile app that helps you look stylish and appropriate without spending much time and effort. Receive personalized outfits from real Stylists and smart algorithms immediately. Collect your perfect looks, try them on your avatar to see how they look, play with hair and accessories and buy them online at shops. ",2016,Russian Federation,http://fittinger.com ,E-Commerce,null,null,null,null
Flatpebble.com,make it easier for consumer to hire service providers for their events and other lifestyle needs,"Flatpebble.com makes it easy for consumers to hire service providers for their events and other lifestyle needs by providing them with easy to understand packages, which allow easy price and quality comparison and a safe and secure way to pay.",2013,India,http://www.flatpebble.com/,Consulting & Services,Media and Entertainment,null,null,null
golazo Football,Social football app.,"golazo is a social app for social football games. It helps connects social football teams, players, referees and tournaments to make it easier for people to play and enjoy the beautiful game. We are creating a one stop integrated platform for social football so that Malaysians can easily play football, getting more people to be involved in the sports and creating a healthier sporting society. ",2016,Malaysia,http://www.golazo.com.my,Sports & Recreation,null,null,null,null
Got U Catered,null,"We Got U Catered is an online marketplace for caterers and all event suppliers. It is a double sided market comprising of Event Hosts and Event Suppliers. 
The benefits of We Got U Catered are:-
1) It enables people to discover, sell and purchase event services on one platform
2) It enables Event Suppliers to have a wider customer reach without incurring massive online investment
3) It enables anyone to monetise their event related skills
 ",2016,Malaysia,http://www.wegotucatered.com,Consulting & Services,Food & Beverages,null,null,null
GoYeppey,null,"Local Pillow is a booking local homestays platform, which all homestays on our site are locally unique and really into nature, thus very authentic for leisure purpose. Every place has it unique points such as in organic farm, in hidden village on the mountain, in the raft, etc. Moreover, all homestays are not listed in any booking website such as Booking.com, Agoda, or Airbnb, so that makes Local Pillow special. With Local Pillow, it is less time-consuming for travelers to find and book local homestay; while homestays can better access to clients and get more sales with better booking methods.",null,Thailand,https://www.youtube.com/watch?v=NrPcIFqvRWc,Travel & Tourism,null,null,null,null
